Order_ID,Order_Date,Customer_ID,Customer_Name,City,Region,Product,Category,Quantity,Unit_Price,Total_Sales,Payment_Method,Order_Status
ORD1220,1/2/2026,CUST111,Kimberly Velez,West Cynthia,North,Printer,Electronics,4,65587,262348,Cash,Cancelled
ORD1221,3/10/2026,CUST957,William Nichols,Cookland,South,Laptop,Electronics,2,49153,98306,Net Banking,Completed
ORD1222,8/29/2025,CUST788,Robert Ray,Lewishaven,South,Camera,Electronics,5,58143,290715,Net Banking,Completed
ORD1223,3/18/2026,CUST449,Lori Davis,Mccormicktown,North,Mobile,Electronics,1,73125,73125,Net Banking,Returned
ORD1224,2/7/2026,CUST517,Dr. Michele Roberts DDS,North Rebeccaville,East,Tablet,Electronics,3,26482,79446,Net Banking,Completed
ORD1225,9/7/2025,CUST991,Angel Thomas,Jonland,East,Mobile,Electronics,3,56980,170940,Credit Card,Completed
ORD1226,8/28/2025,CUST373,Justin Webb,Newtonmouth,South,Headphones,Electronics,3,29433,88299,Cash,Cancelled
ORD1227,7/15/2025,CUST300,Linda Garcia,Smithton,East,Mobile,Electronics,1,71723,71723,Net Banking,Cancelled
ORD1228,12/9/2025,CUST504,Megan Fuller,Maryberg,West,Laptop,Electronics,4,5279,21116,Net Banking,Completed
ORD1229,4/8/2026,CUST535,Mrs. Diane Thomas,Harristown,East,Smartwatch,Electronics,2,6923,13846,Credit Card,Cancelled
ORD1230,12/17/2025,CUST864,Brian Martinez,Smithview,North,Tablet,Electronics,4,9637,38548,Cash,Cancelled
ORD1231,11/23/2025,CUST822,Cheryl Hill,South Rachelchester,North,Printer,Electronics,3,34207,102621,Credit Card,Returned
ORD1232,7/21/2025,CUST114,Betty Evans,Simmonshaven,North,Camera,Electronics,5,1135,5675,Credit Card,Completed
ORD1233,6/29/2025,CUST748,John Brown PhD,East Janet,West,Printer,Electronics,1,66504,66504,Cash,Cancelled
ORD1234,9/13/2025,CUST177,Leslie Berger,Matthewburgh,West,Laptop,Electronics,2,66180,132360,UPI,Cancelled
ORD1235,12/28/2025,CUST287,Brandy Singh,Andrewview,North,Headphones,Electronics,1,35548,35548,Debit Card,Returned
ORD1236,5/8/2025,CUST674,Jennifer Dickson,Rodriguezstad,West,Printer,Electronics,3,47303,141909,Net Banking,Returned
ORD1237,3/18/2026,CUST489,Drew Singleton,Staffordburgh,West,Headphones,Electronics,1,54068,54068,UPI,Cancelled
ORD1238,3/25/2026,CUST711,Brandon Combs,Ericton,North,Headphones,Electronics,3,75992,227976,Credit Card,Completed
ORD1239,1/29/2026,CUST643,Jennifer Gomez,Watkinschester,West,Tablet,Electronics,2,34076,68152,Cash,Returned
ORD1240,1/11/2026,CUST485,Katelyn Miles,Rossside,North,Smartwatch,Electronics,2,62683,125366,Net Banking,Completed
ORD1241,1/9/2026,CUST258,Nathan Wang,Thompsonhaven,South,Mobile,Electronics,2,1266,2532,Cash,Returned
ORD1242,1/7/2026,CUST153,Chad Smith,Cuevasborough,North,Laptop,Electronics,4,34891,139564,Cash,Cancelled
ORD1243,11/6/2025,CUST377,Christine Harvey,Taylorhaven,North,Mobile,Electronics,4,67969,271876,Net Banking,Cancelled
ORD1244,1/4/2026,CUST523,Brian Davis,Lake Stevenfurt,South,Printer,Electronics,5,58944,294720,Debit Card,Completed
ORD1245,6/17/2025,CUST858,Maria Jacobs,Port Franciscofort,West,Camera,Electronics,3,55059,165177,Credit Card,Returned
ORD1246,2/4/2026,CUST795,Abigail Hunter,South Johnchester,North,Tablet,Electronics,3,61622,184866,UPI,Completed
ORD1247,3/5/2026,CUST969,Aaron Bird,North Dawnton,East,Camera,Electronics,1,36618,36618,UPI,Returned
ORD1248,8/18/2025,CUST995,Eric Quinn,Christopherfurt,South,Mobile,Electronics,1,4889,4889,Credit Card,Completed
ORD1249,2/20/2026,CUST139,Donna Gomez,West Carriebury,North,Mobile,Electronics,2,16275,32550,UPI,Returned
ORD1250,9/7/2025,CUST355,Heather Powell,Jillton,South,Tablet,Electronics,2,30663,61326,Credit Card,Completed
ORD1251,6/15/2025,CUST471,Richard Young,East Ryan,East,Smartwatch,Electronics,5,17911,89555,UPI,Cancelled
ORD1252,1/17/2026,CUST928,Lauren Rosales,Hannahburgh,West,Smartwatch,Electronics,2,29581,59162,Cash,Cancelled
ORD1253,12/9/2025,CUST595,Michelle Smith,North Andrew,North,Laptop,Electronics,2,56603,113206,Debit Card,Completed
ORD1254,12/13/2025,CUST347,Peter Lloyd,South Jamesview,West,Smartwatch,Electronics,5,38879,194395,Cash,Cancelled
ORD1255,10/1/2025,CUST927,Robert Nelson,Darrenmouth,East,Tablet,Electronics,4,55364,221456,Cash,Returned
ORD1256,10/21/2025,CUST663,Tara Huynh,West Daniel,East,Camera,Electronics,4,62313,249252,Cash,Cancelled
ORD1257,7/6/2025,CUST793,Teresa Schwartz,North Tammymouth,South,Mobile,Electronics,4,53140,212560,Cash,Cancelled
ORD1258,2/23/2026,CUST357,Andrew Rodriguez,East Ryan,North,Camera,Electronics,4,36064,144256,UPI,Completed
ORD1259,8/26/2025,CUST651,Shannon Powell,Wallaceshire,North,Mobile,Electronics,4,52768,211072,Cash,Completed
ORD1260,2/3/2026,CUST842,Shannon Smith,North Jennifer,West,Camera,Electronics,4,10659,42636,UPI,Returned
ORD1261,7/14/2025,CUST726,Kevin Brown,Hardyhaven,South,Printer,Electronics,3,27638,82914,UPI,Cancelled
ORD1262,11/12/2025,CUST890,Brian Patterson,New Veronica,West,Tablet,Electronics,2,48122,96244,UPI,Completed
ORD1263,3/23/2026,CUST682,Crystal Mcdonald,New Justin,North,Tablet,Electronics,5,67055,335275,Cash,Returned
ORD1264,2/2/2026,CUST805,Shelley Gutierrez,Lake Mitchellhaven,North,Headphones,Electronics,2,33093,66186,Debit Card,Cancelled
ORD1265,3/18/2026,CUST600,Leroy Yu,South Williamton,South,Camera,Electronics,3,32839,98517,Debit Card,Cancelled
ORD1266,12/20/2025,CUST859,Tara Nelson,Dixonmouth,West,Mobile,Electronics,3,30805,92415,UPI,Completed
ORD1267,9/21/2025,CUST965,Lisa Cruz,Lake Georgeport,West,Smartwatch,Electronics,3,45197,135591,Cash,Completed
ORD1268,7/25/2025,CUST791,Mary Burns,Harrytown,North,Printer,Electronics,2,43396,86792,Cash,Cancelled
ORD1269,1/31/2026,CUST468,Andrew Peters,Amandashire,South,Headphones,Electronics,3,37283,111849,Debit Card,Cancelled
ORD1270,5/10/2025,CUST937,Elizabeth Jordan,Shepardview,North,Camera,Electronics,1,27022,27022,Credit Card,Returned
ORD1271,9/17/2025,CUST137,Deborah Matthews,Braymouth,East,Smartwatch,Electronics,2,28334,56668,UPI,Completed
ORD1272,3/10/2026,CUST418,Christy Smith,Andremouth,South,Camera,Electronics,2,16444,32888,Cash,Cancelled
ORD1273,9/9/2025,CUST132,John Owens,Gregoryview,West,Camera,Electronics,2,27390,54780,Cash,Returned
ORD1274,4/7/2026,CUST755,Timothy Cooke,Nguyenbury,South,Printer,Electronics,4,21694,86776,Credit Card,Returned
ORD1275,3/1/2026,CUST727,George Mosley,New Bradley,North,Smartwatch,Electronics,1,74589,74589,Net Banking,Completed
ORD1276,3/5/2026,CUST248,Keith Buck,Lake Timothyville,North,Mobile,Electronics,5,42068,210340,UPI,Completed
ORD1277,3/9/2026,CUST250,Kristin Whitaker,South Danaville,West,Laptop,Electronics,4,72672,290688,Net Banking,Cancelled
ORD1278,12/13/2025,CUST587,James Reyes,Jonesfort,North,Laptop,Electronics,1,76918,76918,UPI,Completed
ORD1279,7/9/2025,CUST887,Cody Reid,Pamelachester,South,Mobile,Electronics,2,6790,13580,UPI,Returned
ORD1280,6/28/2025,CUST825,Tammie Yu,East Jenniferton,East,Headphones,Electronics,1,62080,62080,Debit Card,Completed
ORD1281,12/30/2025,CUST198,Ryan Payne,Erinmouth,South,Headphones,Electronics,4,73565,294260,Credit Card,Returned
ORD1282,4/29/2026,CUST588,Joshua Cook,Lake Ronaldtown,East,Mobile,Electronics,2,77196,154392,Credit Card,Completed
ORD1283,9/10/2025,CUST875,Lorraine Small,Huffmantown,East,Mobile,Electronics,4,68381,273524,Net Banking,Cancelled
ORD1284,11/18/2025,CUST346,Alyssa Wiggins,East Michael,West,Headphones,Electronics,2,6329,12658,Debit Card,Cancelled
ORD1285,12/4/2025,CUST501,Michele Wood,New Kimberlyhaven,North,Camera,Electronics,5,42375,211875,Debit Card,Completed
ORD1286,6/6/2025,CUST729,Shawn Vazquez,Aprilmouth,North,Tablet,Electronics,3,9957,29871,Debit Card,Completed
ORD1287,11/30/2025,CUST551,Brandon Wood,Port Shawn,East,Headphones,Electronics,2,28793,57586,Cash,Returned
ORD1288,12/10/2025,CUST117,Gabriel Pierce,Kochside,North,Printer,Electronics,3,61700,185100,Net Banking,Returned
ORD1289,1/12/2026,CUST484,Thomas Mendez,West Emilyton,West,Laptop,Electronics,5,8460,42300,Debit Card,Returned
ORD1290,6/20/2025,CUST461,Leroy Williams,Tammyborough,West,Mobile,Electronics,5,33773,168865,UPI,Returned
ORD1291,8/8/2025,CUST393,Charles Leonard,Ericachester,South,Tablet,Electronics,1,17244,17244,UPI,Cancelled
ORD1292,9/30/2025,CUST542,Jason Woods,Natalieside,North,Camera,Electronics,2,71537,143074,Cash,Returned
ORD1293,8/29/2025,CUST516,Robert Thomas,West Stevenland,East,Mobile,Electronics,2,12969,25938,Net Banking,Returned
ORD1294,6/27/2025,CUST720,Michael Baker,East Adam,North,Tablet,Electronics,5,48524,242620,UPI,Completed
ORD1295,10/1/2025,CUST993,Cole Walker,West Carla,North,Camera,Electronics,1,51476,51476,Debit Card,Returned
ORD1296,2/28/2026,CUST251,Dr. Carl Davis MD,New James,North,Laptop,Electronics,2,45220,90440,Cash,Cancelled
ORD1297,7/22/2025,CUST836,Alan Underwood,Port Matthew,North,Laptop,Electronics,5,78701,393505,Net Banking,Returned
ORD1298,8/7/2025,CUST271,Sarah Simpson,West Jody,South,Tablet,Electronics,4,16204,64816,Credit Card,Returned
ORD1299,12/13/2025,CUST330,Brian Johnson,South Kimberly,South,Printer,Electronics,1,10910,10910,UPI,Returned
ORD1300,4/5/2026,CUST981,Julie Lane,North Michelleport,North,Smartwatch,Electronics,4,47608,190432,Credit Card,Completed
ORD1301,2/15/2026,CUST352,Jamie Garcia,Port Davidbury,East,Camera,Electronics,4,73436,293744,Cash,Cancelled
ORD1302,4/11/2026,CUST746,Stephen Torres,North Matthew,West,Laptop,Electronics,2,33589,67178,UPI,Returned
ORD1303,10/31/2025,CUST619,Jordan Wilson,Lake Kristinaborough,East,Tablet,Electronics,5,72633,363165,Debit Card,Completed
ORD1304,3/31/2026,CUST196,Natalie Smith,Francisland,North,Printer,Electronics,3,57332,171996,Net Banking,Completed
ORD1305,10/17/2025,CUST876,Kayla Escobar,Anthonyview,West,Tablet,Electronics,1,58444,58444,Net Banking,Returned
ORD1306,12/8/2025,CUST471,Annette Johnson,New Christopher,West,Camera,Electronics,2,41172,82344,Net Banking,Returned
ORD1307,7/2/2025,CUST749,Angela Miller,Garciafort,East,Smartwatch,Electronics,2,54171,108342,UPI,Returned
ORD1308,3/11/2026,CUST699,Elizabeth Rosales,Kurtburgh,South,Mobile,Electronics,2,14587,29174,Credit Card,Completed
ORD1309,1/3/2026,CUST733,Kevin Ingram,Colemanhaven,South,Laptop,Electronics,4,3935,15740,UPI,Cancelled
ORD1310,2/24/2026,CUST105,Eric Kent,North Brenthaven,East,Smartwatch,Electronics,2,54307,108614,Net Banking,Completed
ORD1311,5/10/2025,CUST822,Tammy Cole,Lake Michael,West,Printer,Electronics,3,45561,136683,Net Banking,Completed
ORD1312,12/10/2025,CUST374,Jacqueline Cline,North Kyle,North,Headphones,Electronics,4,66879,267516,Credit Card,Cancelled
ORD1313,10/4/2025,CUST627,Shannon Bryan,North Stephenberg,North,Camera,Electronics,2,68547,137094,Credit Card,Completed
ORD1314,6/15/2025,CUST234,Mark Jones,Crosbyport,West,Smartwatch,Electronics,3,9461,28383,Cash,Returned
ORD1315,4/22/2026,CUST434,Harold Hess,Lake Ericfurt,South,Tablet,Electronics,1,7388,7388,Cash,Returned
ORD1316,11/10/2025,CUST828,Yolanda Clark,Lake Shannonfurt,East,Headphones,Electronics,1,77723,77723,UPI,Returned
ORD1317,11/19/2025,CUST411,Stephen Stanley,Lake Richard,North,Smartwatch,Electronics,1,65006,65006,UPI,Returned
ORD1318,7/30/2025,CUST658,Jessica Camacho,Ronaldtown,East,Tablet,Electronics,5,15689,78445,Credit Card,Cancelled
ORD1319,8/25/2025,CUST111,Joseph Thomas,West Elizabeth,South,Camera,Electronics,5,59907,299535,Debit Card,Completed
ORD1320,4/3/2026,CUST975,Caitlin Johnston,Lopezshire,South,Smartwatch,Electronics,3,55669,167007,Cash,Completed
ORD1321,9/25/2025,CUST788,Erika Tate,Valerieborough,West,Mobile,Electronics,4,15851,63404,Credit Card,Cancelled
ORD1322,9/5/2025,CUST922,Andrew Thompson,East Heather,West,Headphones,Electronics,5,56575,282875,UPI,Cancelled
ORD1323,8/25/2025,CUST275,James Francis,Johnsonshire,West,Mobile,Electronics,1,78796,78796,Credit Card,Returned
ORD1324,1/1/2026,CUST715,Bradley Rasmussen DVM,South Brad,North,Camera,Electronics,3,49223,147669,Debit Card,Cancelled
ORD1325,4/25/2026,CUST105,Lauren Bryant,Larsonmouth,South,Mobile,Electronics,1,29107,29107,Debit Card,Completed
ORD1326,11/14/2025,CUST525,Steven Rogers,Gamblehaven,North,Mobile,Electronics,5,48645,243225,Credit Card,Returned
ORD1327,7/1/2025,CUST932,Victor Phillips,Gonzalezbury,West,Mobile,Electronics,2,46008,92016,Net Banking,Returned
ORD1328,8/28/2025,CUST543,Dana Wise,Michelleborough,South,Laptop,Electronics,5,71588,357940,Net Banking,Cancelled
ORD1329,8/3/2025,CUST173,Barbara Flynn,Edwardsmouth,North,Laptop,Electronics,3,57963,173889,Net Banking,Completed
ORD1330,11/28/2025,CUST755,Brittany Nelson,Connerfort,South,Headphones,Electronics,5,28343,141715,Debit Card,Returned
ORD1331,10/28/2025,CUST471,Edward Simon,Jasonstad,East,Printer,Electronics,5,37160,185800,Cash,Completed
ORD1332,6/18/2025,CUST827,Laurie Montgomery,Fordfort,West,Smartwatch,Electronics,1,50270,50270,Debit Card,Cancelled
ORD1333,8/6/2025,CUST541,Tonya Mayer,Port Dustin,West,Tablet,Electronics,2,3733,7466,Net Banking,Completed
ORD1334,9/22/2025,CUST658,Katherine Farmer,Michaeltown,West,Laptop,Electronics,1,61265,61265,Debit Card,Returned
ORD1335,12/28/2025,CUST562,Marissa Patterson,South Sherry,North,Mobile,Electronics,1,17383,17383,Cash,Completed
ORD1336,10/4/2025,CUST109,Miranda Adams,South Joseburgh,South,Tablet,Electronics,4,63019,252076,Net Banking,Completed
ORD1337,4/12/2026,CUST767,Susan Moreno,Jonesview,East,Mobile,Electronics,5,22416,112080,Debit Card,Returned
ORD1338,11/4/2025,CUST622,Angela Martinez,East Marcmouth,South,Laptop,Electronics,5,60145,300725,UPI,Completed
ORD1339,6/25/2025,CUST416,Deborah Morris,Lake Briannaburgh,West,Smartwatch,Electronics,5,14965,74825,UPI,Completed
ORD1340,6/6/2025,CUST747,Jeffrey Perez,Leeview,East,Mobile,Electronics,5,41059,205295,UPI,Cancelled
ORD1341,12/19/2025,CUST408,Amy Austin,North Joseland,North,Printer,Electronics,5,47892,239460,UPI,Completed
ORD1342,6/24/2025,CUST992,Jill Orr,Josephfort,West,Tablet,Electronics,1,74171,74171,Debit Card,Returned
ORD1343,7/2/2025,CUST506,Casey Massey,Travisfort,East,Tablet,Electronics,4,19308,77232,Debit Card,Cancelled
ORD1344,4/28/2026,CUST622,David Ashley,Warrenmouth,East,Printer,Electronics,5,41586,207930,Net Banking,Cancelled
ORD1345,3/18/2026,CUST685,Jeremy Brown,Port Johnside,West,Laptop,Electronics,5,37294,186470,Credit Card,Cancelled
ORD1346,11/20/2025,CUST372,Anna Lopez,Port Christina,East,Printer,Electronics,1,70322,70322,Debit Card,Cancelled
ORD1347,1/14/2026,CUST814,Yolanda Grant,East Jasmine,West,Tablet,Electronics,3,77858,233574,Debit Card,Cancelled
ORD1348,2/21/2026,CUST885,Robert Bird,Williamsbury,West,Headphones,Electronics,1,35613,35613,Credit Card,Returned
ORD1349,11/23/2025,CUST527,Jacqueline Clark,Lake Matthew,North,Mobile,Electronics,5,52137,260685,UPI,Cancelled
ORD1350,4/5/2026,CUST232,Sarah Livingston,Coreyshire,North,Smartwatch,Electronics,1,19401,19401,Cash,Completed
ORD1351,4/13/2026,CUST745,Denise Kim,South Deborahberg,West,Printer,Electronics,3,70460,211380,Debit Card,Returned
ORD1352,9/26/2025,CUST255,Gina Rasmussen,Crawfordville,North,Camera,Electronics,1,65826,65826,Debit Card,Returned
ORD1353,3/13/2026,CUST596,Carolyn Perez,Port Robertton,North,Laptop,Electronics,5,15528,77640,Debit Card,Cancelled
ORD1354,5/4/2025,CUST603,Angela James,Wallaceburgh,North,Camera,Electronics,2,68564,137128,UPI,Returned
ORD1355,12/23/2025,CUST371,Thomas Gallegos Jr.,Weaverberg,West,Headphones,Electronics,1,47604,47604,Credit Card,Returned
ORD1356,7/19/2025,CUST193,Alexandria Baker,Tapiaburgh,West,Printer,Electronics,3,3285,9855,Cash,Returned
ORD1357,9/25/2025,CUST114,Christopher Mora,Richmondport,North,Camera,Electronics,2,18482,36964,Cash,Completed
ORD1358,8/31/2025,CUST332,Emily Harding,Port Kathleen,West,Mobile,Electronics,3,1145,3435,UPI,Returned
ORD1359,4/24/2026,CUST788,Megan Alexander,Ericside,East,Smartwatch,Electronics,2,24117,48234,Debit Card,Returned
ORD1360,6/30/2025,CUST828,Anita Crawford,West Warrenland,South,Tablet,Electronics,2,8192,16384,Cash,Completed
ORD1361,2/27/2026,CUST231,Stephanie Ford,South Heather,North,Camera,Electronics,2,38082,76164,UPI,Cancelled
ORD1362,5/16/2025,CUST292,Rachel Sanchez,New Bradleyfort,South,Smartwatch,Electronics,2,66485,132970,Debit Card,Completed
ORD1363,6/14/2025,CUST498,Sarah Livingston,East Ericfort,North,Laptop,Electronics,1,69936,69936,Cash,Returned
ORD1364,11/19/2025,CUST404,David Evans,Kristinfurt,North,Headphones,Electronics,2,74396,148792,Cash,Cancelled
ORD1365,12/16/2025,CUST499,Angela Fields,Mccormickshire,West,Camera,Electronics,4,40073,160292,Cash,Returned
ORD1366,12/3/2025,CUST265,Connor Nguyen,Waltershaven,South,Tablet,Electronics,3,73529,220587,Cash,Completed
ORD1367,2/12/2026,CUST900,Melinda Richardson,South Alicia,South,Smartwatch,Electronics,1,16687,16687,Debit Card,Cancelled
ORD1368,4/18/2026,CUST689,Daniel Hughes,South Jonathanfurt,West,Tablet,Electronics,2,9792,19584,Net Banking,Cancelled
ORD1369,8/7/2025,CUST474,Thomas Wilkinson,Meganmouth,East,Smartwatch,Electronics,2,49886,99772,Net Banking,Cancelled
ORD1370,8/18/2025,CUST911,Ryan Soto,West Mariaview,South,Mobile,Electronics,4,64929,259716,UPI,Returned
ORD1371,12/28/2025,CUST347,Curtis Callahan,Robersonfort,West,Mobile,Electronics,4,8040,32160,Cash,Returned
ORD1372,5/23/2025,CUST872,Lisa Keller,Jeanettefurt,North,Laptop,Electronics,1,21166,21166,Credit Card,Cancelled
ORD1373,9/6/2025,CUST431,Chelsea Bender,Michaelview,South,Printer,Electronics,2,49583,99166,Debit Card,Completed
ORD1374,1/13/2026,CUST736,Melissa Dillon,New Jamesstad,North,Printer,Electronics,3,17155,51465,Debit Card,Cancelled
ORD1375,8/23/2025,CUST893,Emily Davis,Osbornefort,East,Camera,Electronics,1,8393,8393,Cash,Completed
ORD1376,10/14/2025,CUST646,Amy Peters,Lake Monicachester,South,Laptop,Electronics,4,43098,172392,Debit Card,Cancelled
ORD1377,8/14/2025,CUST694,Antonio Long,Port Kelli,South,Smartwatch,Electronics,4,12574,50296,Debit Card,Returned
ORD1378,3/5/2026,CUST927,Samantha Garcia,Mariaview,North,Printer,Electronics,4,13482,53928,Debit Card,Cancelled
ORD1379,8/30/2025,CUST545,Tiffany Morgan,Aprilmouth,West,Headphones,Electronics,4,71808,287232,Cash,Returned
ORD1380,10/25/2025,CUST662,Eduardo Williams,Lake Jasonside,East,Printer,Electronics,3,76396,229188,Net Banking,Cancelled
ORD1381,4/12/2026,CUST960,Harold Murphy,Rickfort,West,Smartwatch,Electronics,5,22245,111225,Net Banking,Completed
ORD1382,9/22/2025,CUST302,Lauren Boyd,Rachaelmouth,West,Printer,Electronics,2,31194,62388,Cash,Completed
ORD1383,8/10/2025,CUST327,Thomas Patrick,Maxwellside,South,Tablet,Electronics,3,75600,226800,Net Banking,Returned
ORD1384,11/14/2025,CUST756,Amanda Mcintosh,South Nataliechester,South,Headphones,Electronics,4,3246,12984,UPI,Cancelled
ORD1385,10/16/2025,CUST663,Jeanette Bond,Lake Steven,East,Printer,Electronics,2,43814,87628,Debit Card,Cancelled
ORD1386,7/7/2025,CUST956,Terri Hunt,Kennethfurt,West,Printer,Electronics,5,22690,113450,UPI,Cancelled
ORD1387,11/26/2025,CUST464,Samuel Lopez,Melissaberg,North,Laptop,Electronics,5,8754,43770,Net Banking,Completed
ORD1388,8/10/2025,CUST228,David Barrett,South Erin,North,Tablet,Electronics,1,4111,4111,Net Banking,Completed
ORD1389,11/26/2025,CUST878,Sandra Smith,Anitamouth,North,Laptop,Electronics,4,12356,49424,Net Banking,Completed
ORD1390,1/20/2026,CUST404,Angela Davis,New Austin,East,Mobile,Electronics,3,7275,21825,Cash,Returned
ORD1391,10/30/2025,CUST612,Aaron Stevens,North Annettemouth,West,Mobile,Electronics,2,45274,90548,Net Banking,Returned
ORD1392,12/30/2025,CUST519,Devin Williams,Sherrychester,North,Mobile,Electronics,1,79188,79188,Net Banking,Cancelled
ORD1393,9/18/2025,CUST923,Jennifer Walker,Samuelhaven,North,Printer,Electronics,4,2411,9644,Credit Card,Returned
ORD1394,11/5/2025,CUST749,Ashley Gill,Lunatown,North,Tablet,Electronics,3,67972,203916,Credit Card,Completed
ORD1395,3/17/2026,CUST131,Christopher Johnson,West Kaitlynbury,North,Headphones,Electronics,4,68102,272408,UPI,Cancelled
ORD1396,2/12/2026,CUST773,Melissa Lopez,Byrdshire,North,Tablet,Electronics,1,58023,58023,Net Banking,Completed
ORD1397,12/20/2025,CUST220,Connor Moran,Port Coreyville,East,Mobile,Electronics,5,68805,344025,UPI,Cancelled
ORD1398,1/10/2026,CUST138,Julia Khan,West Deborah,East,Smartwatch,Electronics,2,44319,88638,Net Banking,Cancelled
ORD1399,11/30/2025,CUST506,Sherri Adams,Port Kennethstad,West,Laptop,Electronics,3,45502,136506,Net Banking,Cancelled
ORD1400,12/27/2025,CUST462,Juan Becker,Conwayport,West,Headphones,Electronics,3,66294,198882,Net Banking,Completed
ORD1401,6/13/2025,CUST150,Cassandra Harris,West Justintown,North,Printer,Electronics,3,15500,46500,Debit Card,Returned
ORD1402,3/5/2026,CUST119,Jason Ramos,Batesfurt,West,Tablet,Electronics,2,17283,34566,Credit Card,Returned
ORD1403,4/18/2026,CUST843,Leslie Butler,New Rickyland,North,Laptop,Electronics,2,37056,74112,Credit Card,Cancelled
ORD1404,10/11/2025,CUST335,Joseph Ramos,Yvetteton,North,Laptop,Electronics,2,29884,59768,Net Banking,Completed
ORD1405,11/12/2025,CUST137,Robert Scott,South Nicoleport,South,Laptop,Electronics,2,23634,47268,Credit Card,Returned
ORD1406,2/25/2026,CUST477,Ryan Stevens,Lake Jamie,East,Tablet,Electronics,3,71172,213516,Cash,Completed
ORD1407,10/13/2025,CUST525,Emily Juarez,North Kristi,South,Printer,Electronics,4,37857,151428,Cash,Cancelled
ORD1408,10/2/2025,CUST952,Jessica Gregory,Lindaberg,East,Headphones,Electronics,3,1159,3477,UPI,Cancelled
ORD1409,6/5/2025,CUST920,Charles Reeves,Zoechester,West,Laptop,Electronics,1,32623,32623,UPI,Completed
ORD1410,7/30/2025,CUST966,Donna Vega,Port Marieshire,West,Headphones,Electronics,1,26035,26035,UPI,Cancelled
ORD1411,7/14/2025,CUST442,Lisa Heath,Harrismouth,North,Camera,Electronics,1,69133,69133,Debit Card,Cancelled
ORD1412,6/16/2025,CUST682,Wendy Rosario MD,Jamiefort,North,Smartwatch,Electronics,1,29581,29581,Net Banking,Returned
ORD1413,9/1/2025,CUST263,Jeremy Boyd,Lake Loriberg,West,Camera,Electronics,3,27377,82131,UPI,Returned
ORD1414,2/5/2026,CUST454,Megan Foster,Foxhaven,East,Printer,Electronics,5,50025,250125,UPI,Cancelled
ORD1415,4/17/2026,CUST419,Brian Spencer,Lauramouth,North,Camera,Electronics,4,23825,95300,Cash,Returned
ORD1416,8/2/2025,CUST813,Brenda Gibson,Lake Coleberg,South,Mobile,Electronics,5,56938,284690,Cash,Returned
ORD1417,3/14/2026,CUST460,Holly Harvey,Amandastad,North,Camera,Electronics,4,58041,232164,Credit Card,Completed
ORD1418,5/26/2025,CUST407,Brandon Valenzuela,Adamside,West,Headphones,Electronics,3,3053,9159,Cash,Completed
ORD1419,12/29/2025,CUST452,Jordan Miller,Port Johnnyfort,East,Printer,Electronics,4,47948,191792,Debit Card,Completed
ORD1420,2/9/2026,CUST156,Jason Stanley,Lake Katherinetown,East,Smartwatch,Electronics,3,47831,143493,UPI,Returned
ORD1421,6/29/2025,CUST615,Laura Romero,West Tylerhaven,South,Tablet,Electronics,3,60889,182667,Cash,Cancelled
ORD1422,4/6/2026,CUST633,Nancy Perez,Cassandraton,North,Smartwatch,Electronics,3,47497,142491,Net Banking,Returned
ORD1423,6/3/2025,CUST667,Jasmine Sutton,Sheppardport,East,Laptop,Electronics,1,30498,30498,Debit Card,Completed
ORD1424,9/20/2025,CUST135,Carrie Clark,Woodsbury,West,Headphones,Electronics,3,32824,98472,UPI,Completed
ORD1425,9/16/2025,CUST977,Timothy Sanchez,Ericstad,East,Mobile,Electronics,2,1913,3826,Debit Card,Returned
ORD1426,4/9/2026,CUST805,Amy Barnes,Jerometon,North,Smartwatch,Electronics,1,34356,34356,UPI,Returned
ORD1427,10/26/2025,CUST662,Jonathan Martinez,East Lisafort,North,Smartwatch,Electronics,3,38816,116448,Net Banking,Returned
ORD1428,7/27/2025,CUST482,Joseph Li,Port Lauraburgh,North,Printer,Electronics,1,64439,64439,Credit Card,Returned
ORD1429,12/19/2025,CUST733,Michelle Lewis,Jenniferchester,West,Mobile,Electronics,2,49675,99350,UPI,Cancelled
ORD1430,8/26/2025,CUST329,Brittany Valencia,Lake Briana,South,Printer,Electronics,2,8212,16424,UPI,Returned
ORD1431,5/11/2025,CUST139,Mark Cabrera,Yvonnefurt,North,Mobile,Electronics,3,22398,67194,UPI,Returned
ORD1432,7/30/2025,CUST514,Jacob Williams,South Donaldshire,South,Tablet,Electronics,3,14792,44376,Net Banking,Cancelled
ORD1433,1/8/2026,CUST208,Joe Curtis,Gailport,North,Laptop,Electronics,2,20150,40300,Credit Card,Completed
ORD1434,9/10/2025,CUST590,Hannah Sweeney,Lake Robertton,North,Printer,Electronics,5,60322,301610,Debit Card,Returned
ORD1435,6/23/2025,CUST584,Laurie Young,Parsonsmouth,East,Smartwatch,Electronics,4,4056,16224,Cash,Returned
ORD1436,1/17/2026,CUST721,James Parker,Newtonbury,East,Headphones,Electronics,1,30377,30377,Cash,Completed
ORD1437,2/23/2026,CUST949,Mary Schmidt,Markhaven,South,Headphones,Electronics,2,44387,88774,Cash,Cancelled
ORD1438,6/4/2025,CUST236,Dawn Anderson,Watkinsstad,North,Headphones,Electronics,5,54475,272375,UPI,Returned
